47.4893862, 8.9053441, Aadorf
47.3879577, 8.044136, Aarau
47.0461703, 7.2853974, Aarberg
47.3223328, 7.9047519, District de Zofingue
47.2400643, 7.7696869, District d'Aarwangen
47.3442643, 8.77122, Aathal-Seegräben
47.5241157, 8.9039672, Aawangen
46.5696003, 7.2800012, Saanen
47.1745671, 8.3547811, District de Muri
47.4285174, 9.32669, Abtwil
46.52769, 7.59664, Frutigen
46.6174297, 8.8655372, Platta
46.7924504, 9.3368482, District de Surselva
46.568, 6.50958, Morges
46.5293754, 8.8738836, Olivone
46.4542993, 8.9040642, Acquarossa
47.2631648, 7.9638448, Wikon
46.4927778, 7.5604713, District de Frutigen
47.3418374, 8.8346076, Bäretswil
47.0707597, 8.3665612, Luzern
47.5823271, 8.6912752, District d'Andelfingen
47.4536402, 8.4661068, Adlikon bei Regensdorf
47.3116759, 8.5245079, District de Horgen
46.8490369, 7.6863534, Linden
47.3098669, 7.6030539, Aedermannsdorf
47.0938, 7.55671, District de Berthoud
47.1214858, 7.2885717, District de Nidau
46.8747542, 7.3702421, Köniz
47.4683347, 7.5945409, District d'Arlesheim
47.2583926, 8.2389682, Aesch
47.3373128, 8.4383666, District de Dietikon
47.3235637, 8.6551185, Forch
47.5411835, 8.6798013, Neftenbach
46.9061829, 7.7785823, Eggiwil
47.17914, 7.66233, District de Wasseramt
46.6156611, 7.7579836, Aeschi bei Spiez
46.6156611, 7.7579836, Aeschiried
46.83713, 7.64212, District de Konolfingen
46.729388, 7.6921847, Aeschlen Ob Gunten
47.1256, 7.46644, District de Bucheggberg
47.1326529, 7.4995143, Aetingen
47.18421, 8.37183, Sins
47.2678, 8.48567, District d'Affoltern
47.276506, 8.4951083, Aeugstertal
47.2655237, 9.5073787, Sennwald
46.8390202, 9.9588438, Klosters-Serneus
46.7563944, 9.1192843, Obersaxen
47.531803, 9.0265587, Affeltrangen
47.2791476, 8.4595489, Affoltern am Albis
47.3818133, 8.5353261, Zurich
47.0660387, 7.7274954, Affoltern im Emmental
46.295844, 7.6667101, Leuk
46.1798011, 8.9084873, Agarone
47.4075705, 8.7174687, Agasul
47.26007, 7.81012, District d'Aarwangen
46.7203547, 6.5076792, Jura-Nord vaudois
46.0036031, 8.9018888, Agno
45.9975694, 8.9176437, Muzzano
45.968, 8.914, Tessin
46.9544109, 7.1916897, Agriswil
46.3188191, 6.9642605, Aigle
46.2071753, 6.0998024, Aïre
46.19119, 6.04315, Genève
46.5297, 8.60517, District de Léventine
46.2944841, 7.8852075, District de Viège
47.1505148, 8.0010661, District de Willisau
46.5025039, 7.0380793, Albeuve
46.3411218, 7.6338651, Leuk
47.2880053, 8.5365507, District de Horgen
47.2546056, 8.5248932, Hausen am Albis
46.84601, 7.3247901, Albligen
46.0126921, 8.9695057, Viganello
46.0867, 9.01703, District de Lugano
47.0845973, 7.5740873, District de Berthoud
47.1239, 7.64657, District de Berthoud
46.0128422, 8.9828115, Aldesago
47.1179503, 7.1949665, Daucher-Alfermée
47.4448209, 9.0942843, Uzwil
47.1990988, 8.3783604, Sins
46.5064301, 8.5126439, District de Léventine
46.4703242, 6.3938804, Allaman
47.4264, 7.12788, Porrentruy
46.9411674, 7.2468286, Gümmenen
46.59954, 6.50998, Cossonay
47.030614, 7.3754562, Schüpfen
47.1667278, 8.5498824, Allenwinden
47.3508544, 7.8159034, Allerheiligenberg
46.148253, 7.0439707, Saint-Maurice
46.5025039, 7.0380793, Montbovon
47.3159676, 8.1867732, District de Lenzburg
46.7535189, 7.622438, Thoune
46.916256, 7.5189967, Allmendingen bei Bern
47.4491106, 9.6028173, Vorderland
47.5504749, 7.5355563, District d'Arlesheim
46.9405596, 8.3292592, Ennetmoos
46.7379954, 9.4555892, District de Hinterrhein
47.1373251, 8.6468372, Alosen
46.3961665, 10.0106822, Alp Grüm
46.949044, 8.2122562, Alpnach Dorf
46.9691782, 8.2718593, Alpnachstad
47.0708236, 8.7156184, Schwyz
47.1811945, 9.2762182, Alt Sankt Johann
46.5609309, 8.7166536, Piotta
46.9293433, 7.1204652, See
47.5238491, 8.4386152, District de Dielsdorf
47.18238, 7.88187, District de Willisau
46.8778929, 8.6405494, Uri
47.7838, 8.65983, Reiat
47.5985223, 8.6443471, Alten
47.4767224, 8.217699, Windisch
47.1697288, 9.4752512, Buchs
47.1769241, 8.8350098, Altendorf
47.5878496, 9.0691903, Märstetten
47.4911768, 9.5555093, Altenrhein
